latitude,longitude,groundspeed,GPSAltitude,accelerationX,accelerationY,accelerationZ,gyroX,gyroY,gyroZ,temperature,altitude,pressure(hPa)
0.000000,0.000000,0.000000,0.000000,0.275333,-9.765948,-0.153229,-0.028778,-0.055424,-0.005596,28.650000,178.164078,998.308594
0.000000,0.000000,0.000000,0.000000,-0.031125,-9.842564,-0.632069,-0.006129,0.047697,-0.000799,28.650000,178.164078,998.308594
0.000000,0.000000,0.000000,0.000000,-0.131681,-9.730036,-0.995988,-0.028778,-0.002132,-0.027712,28.650000,178.164078,998.308594
0.000000,0.000000,0.000000,0.000000,0.021548,-9.773131,-0.617704,-0.004796,0.008260,-0.056757,28.660000,178.131332,998.312500
0.000000,0.000000,0.000000,0.000000,-0.134075,-9.962274,-0.397437,-0.005596,-0.011458,-0.022116,28.660000,178.131332,998.312500
0.000000,0.000000,0.000000,0.000000,-0.248997,-9.816227,-0.952892,-0.015188,0.026913,-0.001599,28.660000,178.131332,998.312500
0.000000,0.000000,0.000000,0.000000,-0.050278,-9.847352,-0.893037,-0.008260,-0.006662,-0.042101,28.660000,178.131332,998.312500
0.000000,0.000000,0.000000,0.000000,-0.600945,-9.873688,-0.579397,0.015721,0.008260,-0.050894,28.660000,178.066879,998.320129
0.000000,0.000000,0.000000,0.000000,-0.363919,-10.002975,-0.497994,0.017320,-0.059155,-0.038104,28.660000,178.066879,998.320129
0.000000,0.000000,0.000000,0.000000,-0.502782,-9.777920,-0.893037,-0.046098,-0.017853,-0.039170,28.660000,178.066879,998.320129
0.000000,0.000000,0.000000,0.000000,-0.035913,-9.835381,-0.550666,0.051427,-0.026380,-0.009593,28.670000,178.048981,998.322266
0.000000,0.000000,0.000000,0.000000,-0.426168,-9.792285,-0.644040,0.024515,-0.003997,-0.059688,28.670000,178.048981,998.322266
0.000000,0.000000,0.000000,0.000000,-0.150835,-9.873688,-0.466869,-0.015721,-0.028245,-0.043966,28.670000,178.042328,998.323059
0.000000,0.000000,0.000000,0.000000,0.050278,-9.876082,-0.742203,-0.036239,-0.016254,-0.042368,28.670000,178.042328,998.323059
0.000000,0.000000,0.000000,0.000000,-0.332794,-9.825804,-1.127669,-0.006395,-0.012257,-0.018386,28.670000,178.042328,998.323059
0.000000,0.000000,0.000000,0.000000,-0.160412,-9.849746,-0.486023,0.030377,-0.062086,-0.063152,28.670000,178.042328,998.323059
0.000000,0.000000,0.000000,0.000000,0.299275,-9.765948,-0.021548,0.011724,-0.123372,-0.062885,28.680000,177.992722,998.328979
0.000000,0.000000,0.000000,0.000000,-0.313640,-9.742006,-0.785298,-0.038637,-0.010658,0.011991,28.680000,177.992722,998.328979
0.000000,0.000000,0.000000,0.000000,-0.423774,-9.878476,-1.261744,0.021583,0.014922,-0.050894,28.680000,177.992722,998.328979
0.000000,0.000000,0.000000,0.000000,-0.433351,-9.773131,-1.072602,0.038637,-0.112714,-0.073011,28.680000,177.992722,998.328979
0.000000,0.000000,0.000000,0.000000,-0.323217,-9.840169,-0.258574,-0.071678,-0.008793,0.011991,28.690001,177.974304,998.331116
0.000000,0.000000,0.000000,0.000000,0.356736,-9.969456,-0.359130,-0.001599,-0.055424,-0.027979,28.690001,177.974304,998.331116
0.000000,0.000000,0.000000,0.000000,-0.021548,-9.785102,-1.003170,0.028511,0.106052,-0.077807,28.690001,177.974304,998.331116
0.000000,0.000000,0.000000,0.000000,-0.610521,-9.835381,-0.995988,-0.025047,-0.104453,-0.034107,28.690001,177.974304,998.331116
0.000000,0.000000,0.000000,0.000000,-0.011971,-9.859323,-0.639252,-0.054891,-0.043167,0.032242,28.690001,177.956406,998.333252
0.000000,0.000000,0.000000,0.000000,-0.335188,-9.797073,-0.912191,0.033308,0.081005,-0.020518,28.690001,177.956406,998.333252
0.000000,0.000000,0.000000,0.000000,-0.433351,-9.821015,-0.881066,0.052760,-0.028511,-0.052493,28.690001,177.956406,998.333252
0.000000,0.000000,0.000000,0.000000,0.093374,-9.864111,-0.335188,-0.028245,-0.005862,-0.024781,28.690001,177.956406,998.333252
0.000000,0.000000,0.000000,0.000000,-0.119710,-9.866506,-0.411803,-0.052760,-0.013856,-0.013057,28.700001,177.920090,998.337585
0.000000,0.000000,0.000000,0.000000,-0.445322,-9.828198,-0.960075,-0.002931,-0.034107,-0.015455,28.700001,177.920090,998.337585
0.000000,0.000000,0.000000,0.000000,-0.062249,-9.835381,-0.816423,0.018919,-0.033841,-0.033841,28.700001,177.920090,998.337585
0.000000,0.000000,0.000000,0.000000,-0.318429,-9.868899,-0.423774,-0.020784,0.030377,-0.014655,28.700001,177.920090,998.337585
0.000000,0.000000,0.000000,0.000000,-0.754174,-9.854534,-0.679953,-0.020251,0.049296,-0.011458,28.700001,177.913437,998.338379
0.000000,0.000000,0.000000,0.000000,-0.272939,-9.830592,-0.672771,0.023715,-0.038371,-0.056490,28.700001,177.913437,998.338379
0.000000,0.000000,0.000000,0.000000,-0.208296,-9.832987,-0.943315,0.018652,0.010126,-0.045832,28.700001,177.913437,998.338379
0.000000,0.000000,0.000000,0.000000,-0.299275,-9.847352,-0.768539,-0.005862,-0.032508,-0.031443,28.700001,177.913437,998.338379
0.000000,0.000000,0.000000,0.000000,-0.038307,-9.864111,-0.201113,0.000000,-0.041035,-0.050361,28.709999,177.878143,998.342590
0.000000,0.000000,0.000000,0.000000,-0.624887,-9.809045,-1.077391,-0.010925,-0.018919,-0.053825,28.709999,177.878143,998.342590
0.000000,0.000000,0.000000,0.000000,-0.428562,-9.823410,-1.230620,0.002132,-0.053292,-0.043700,28.709999,177.878143,998.342590
0.000000,0.000000,0.000000,0.000000,-0.031125,-9.835381,-0.739808,0.015455,0.018652,-0.046897,28.709999,177.878143,998.342590
0.000000,0.000000,0.000000,0.000000,-0.347159,-9.825804,-0.462081,0.015988,0.012524,-0.044499,28.719999,177.873535,998.343140
0.000000,0.000000,0.000000,0.000000,-0.028730,-9.871294,-0.347159,-0.001066,-0.003997,-0.014655,28.719999,177.873535,998.343140
0.000000,0.000000,0.000000,0.000000,-0.263362,-9.818622,-0.837971,-0.055957,-0.003198,0.001332,28.719999,177.873535,998.343140
0.000000,0.000000,0.000000,0.000000,-0.481235,-9.832987,-0.969652,-0.002665,-0.085268,-0.045032,28.719999,177.873535,998.343140
0.000000,0.000000,0.000000,0.000000,-0.265756,-9.830592,-0.466869,0.032775,0.041035,-0.088466,28.719999,177.883255,998.341980
0.000000,0.000000,0.000000,0.000000,-0.124498,-9.993398,-0.483629,0.001865,-0.019985,-0.049029,28.719999,177.883255,998.341980
0.000000,0.000000,0.000000,0.000000,-0.222661,-9.636662,-0.826000,-0.032775,0.001599,-0.006129,28.719999,177.883255,998.341980
0.000000,0.000000,0.000000,0.000000,-0.416591,-9.813833,-0.866701,0.012790,0.002132,-0.023982,28.719999,177.883255,998.341980
0.000000,0.000000,0.000000,0.000000,-0.459687,-9.844957,-0.605733,0.012790,-0.045565,-0.037838,28.730000,177.858704,998.344849
0.000000,0.000000,0.000000,0.000000,-0.229843,-9.856929,-0.409408,-0.001066,-0.052760,-0.043966,28.730000,177.858704,998.344849
0.000000,0.000000,0.000000,0.000000,-0.086191,-9.662998,-0.761356,-0.031709,0.035440,-0.039436,28.730000,177.858704,998.344849
0.000000,0.000000,0.000000,0.000000,-0.227449,-9.777920,-1.201889,0.015188,0.033041,-0.001332,28.730000,177.858704,998.344849
0.000000,0.000000,0.000000,0.000000,-0.464475,-9.782708,-0.746991,0.006662,0.017054,-0.031709,28.740000,177.837738,998.347351
0.000000,0.000000,0.000000,0.000000,-0.426168,-9.892841,-0.426168,-0.007994,-0.040769,-0.048496,28.740000,177.837738,998.347351
0.000000,0.000000,0.000000,0.000000,-0.306458,-9.842564,-0.756568,0.008793,-0.012790,-0.049828,28.740000,177.837738,998.347351
0.000000,0.000000,0.000000,0.000000,0.076614,-9.306262,-1.924938,-0.049828,0.018119,0.008260,28.740000,177.837738,998.347351
0.000000,0.000000,0.000000,0.000000,-0.143652,-9.825804,-0.560243,-0.036772,0.067149,-0.003464,28.740000,177.863815,998.344238
0.000000,0.000000,0.000000,0.000000,-0.679953,-9.909601,-0.148441,0.002931,0.003997,-0.026113,28.740000,177.863815,998.344238
0.000000,0.000000,0.000000,0.000000,-0.354342,-9.823410,-0.890643,0.007194,0.001066,-0.043167,28.740000,177.863815,998.344238
0.000000,0.000000,0.000000,0.000000,0.105345,-9.787497,-0.912191,0.000000,-0.003198,-0.066349,28.740000,177.840286,998.344238
0.000000,0.000000,0.000000,0.000000,-0.311246,-9.785102,-0.502782,-0.003464,-0.026113,-0.032775,28.750000,177.840286,998.347046
0.000000,0.000000,0.000000,0.000000,-0.328006,-9.921572,-0.588974,0.010392,-0.029311,-0.010126,28.750000,177.840286,998.347046
0.000000,0.000000,0.000000,0.000000,-0.402226,-9.926360,-0.897826,0.020784,0.006129,-0.050095,28.750000,177.840286,998.347046
0.000000,0.000000,0.000000,0.000000,-0.100556,-9.921572,-0.713472,-0.017320,-0.041302,-0.044499,28.760000,177.833130,998.347900
0.000000,0.000000,0.000000,0.000000,0.011971,-9.854534,-0.299275,-0.016521,-0.025847,-0.020784,28.760000,177.833130,998.347900
0.000000,0.000000,0.000000,0.000000,-0.593762,-9.828198,-0.821211,-0.004530,0.033041,-0.014123,28.760000,177.833130,998.347900
0.000000,0.000000,0.000000,0.000000,-0.603339,-9.818622,-1.051055,0.012524,0.005596,-0.047697,28.760000,177.833130,998.347900
0.000000,0.000000,0.000000,0.000000,-0.337582,-9.787497,-0.842759,0.014922,0.013590,-0.057023,28.770000,177.797318,998.352173
0.000000,0.000000,0.000000,0.000000,-0.040701,-10.314221,-0.567426,-0.011991,-0.040769,-0.031176,28.770000,177.797318,998.352173
0.000000,0.000000,0.000000,0.000000,-0.380678,-9.830592,-0.634463,-0.027712,-0.008793,-0.004263,28.770000,177.797318,998.352173
0.000000,0.000000,0.000000,0.000000,-0.521936,-9.823410,-0.653617,0.010925,-0.017853,-0.038371,28.770000,177.797318,998.352173
0.000000,0.000000,0.000000,0.000000,-0.316035,-9.840169,-0.675165,-0.011458,-0.028245,-0.032775,28.770000,177.792725,998.352722
0.000000,0.000000,0.000000,0.000000,-0.454898,-9.787497,-1.086968,-0.017853,0.000533,-0.023715,28.770000,177.792725,998.352722
0.000000,0.000000,0.000000,0.000000,-0.586579,-9.868899,-0.421380,-0.019718,-0.014655,-0.041568,28.770000,177.792725,998.352722
0.000000,0.000000,0.000000,0.000000,-0.210690,-9.787497,-0.517148,-0.010658,-0.025847,-0.032775,28.780001,177.783005,998.353882
0.000000,0.000000,0.000000,0.000000,-0.445322,-9.825804,-0.679953,-0.011458,0.025314,-0.044766,28.780001,177.853592,998.353882
0.000000,0.000000,0.000000,0.000000,-0.469264,-9.787497,-0.725443,0.017853,0.036505,-0.036772,28.790001,177.762024,998.356384
0.000000,0.000000,0.000000,0.000000,-0.117316,-10.038888,-0.725443,0.020784,-0.014389,-0.039170,28.790001,177.762024,998.356384
0.000000,0.000000,0.000000,0.000000,-0.337582,-9.749189,-0.737414,-0.017587,0.008260,-0.017853,28.790001,177.762024,998.356384
0.000000,0.000000,0.000000,0.000000,-0.466869,-9.825804,-0.737414,-0.017054,-0.006662,-0.019985,28.799999,177.708328,998.362732
0.000000,0.000000,0.000000,0.000000,-0.112527,-9.844957,-0.517148,-0.007994,-0.034640,-0.029044,28.799999,177.708328,998.362732
0.000000,0.000000,0.000000,0.000000,-0.320823,-9.765948,-0.797269,-0.001599,0.039436,-0.030110,28.799999,177.708328,998.362732
0.000000,0.000000,0.000000,0.000000,-0.469264,-9.938332,-0.866701,0.026646,0.007994,-0.048763,28.799999,177.708328,998.362732
0.000000,0.000000,0.000000,0.000000,-0.160412,-9.734824,-0.486023,0.007727,-0.129501,-0.056224,28.799999,177.689392,998.364990
0.000000,0.000000,0.000000,0.000000,-0.442927,-9.806650,-0.703895,-0.024515,0.006928,-0.028778,28.799999,177.689392,998.364990
0.000000,0.000000,0.000000,0.000000,-0.584185,-9.691729,-0.799663,0.023982,-0.045299,-0.082337,28.799999,177.689392,998.364990
0.000000,0.000000,0.000000,0.000000,-0.023942,-9.524135,-0.553061,0.033308,0.021317,-0.034374,28.799999,177.689392,998.364990
0.000000,0.000000,0.000000,0.000000,-0.117316,-10.156203,-0.646434,-0.016787,-0.061286,-0.003730,28.809999,177.682236,998.365845
0.000000,0.000000,0.000000,0.000000,-0.454898,-9.121908,-0.775721,-0.014655,0.032242,-0.042900,28.809999,177.682236,998.365845
0.000000,0.000000,0.000000,0.000000,-0.363919,-9.737218,-0.378284,0.028245,-0.114845,-0.070879,28.809999,177.682236,998.365845
0.000000,0.000000,0.000000,0.000000,-0.050278,-10.654198,-0.524330,0.010126,0.062619,-0.044766,28.809999,177.682236,998.365845
0.000000,0.000000,0.000000,0.000000,-0.478840,-9.210494,-1.041478,-0.009593,0.024781,-0.011991,28.820000,177.657684,998.368774
0.000000,0.000000,0.000000,0.000000,-0.826000,-9.787497,-0.593762,-0.003464,-0.012790,-0.054358,28.820000,177.657684,998.368774
0.000000,0.000000,0.000000,0.000000,-0.129287,-9.488221,-0.316035,0.019185,-0.008527,-0.053026,28.820000,177.657684,998.368774
0.000000,0.000000,0.000000,0.000000,-0.227449,-9.203311,-0.938527,0.016254,0.012257,-0.035972,28.820000,177.657684,998.368774
0.000000,0.000000,0.000000,0.000000,0.124498,-11.264719,-0.634463,-0.015721,-0.016787,0.057289,28.830000,177.651550,998.369507
0.000000,0.000000,0.000000,0.000000,-0.596156,-10.058042,-0.632069,0.007727,-0.023982,-0.053825,28.830000,177.651550,998.369507
0.000000,0.000000,0.000000,0.000000,-0.746991,-9.773131,-1.244985,-0.000533,0.005329,-0.056757,28.830000,177.651550,998.369507
0.000000,0.000000,0.000000,0.000000,-0.282516,-9.849746,-0.790087,-0.002665,-0.022649,-0.027712,28.830000,177.651550,998.369507
0.000000,0.000000,0.000000,0.000000,-0.141258,-9.871294,-0.517148,0.012257,-0.008260,-0.039703,28.830000,177.631592,998.371887
0.000000,0.000000,0.000000,0.000000,-0.723049,-9.844957,-0.603339,-0.009060,-0.034907,-0.019185,28.830000,177.631592,998.371887
0.000000,0.000000,0.000000,0.000000,-0.318429,-9.821015,-0.639252,-0.001599,-0.016521,-0.036239,28.830000,177.631592,998.371887
0.000000,0.000000,0.000000,0.000000,-0.047884,-9.785102,-0.529119,0.011724,0.008527,-0.060753,28.830000,177.631592,998.371887
0.000000,0.000000,0.000000,0.000000,-0.411803,-9.847352,-0.691924,-0.005596,-0.026113,-0.028778,28.840000,177.623932,998.372742
0.000000,0.000000,0.000000,0.000000,-0.265756,-9.842564,-0.572214,-0.006662,-0.016254,-0.019985,28.840000,177.623932,998.372742
0.000000,0.000000,0.000000,0.000000,-0.311246,-9.861717,-0.598550,-0.005596,-0.003730,-0.037571,28.840000,177.623932,998.372742
0.000000,0.000000,0.000000,0.000000,-0.308852,-9.828198,-0.521936,-0.003997,-0.006129,-0.037571,28.850000,177.616760,998.373596
0.000000,0.000000,0.000000,0.000000,-0.265756,-9.868899,-0.526724,-0.000533,-0.021850,-0.041035,28.850000,177.616760,998.373596
0.000000,0.000000,0.000000,0.000000,-0.486023,-9.895236,-0.533907,0.002132,-0.002132,-0.031709,28.850000,177.616760,998.373596
0.000000,0.000000,0.000000,0.000000,-0.217872,-9.856929,-0.615310,-0.011724,-0.022916,-0.022383,28.850000,177.616760,998.373596
0.000000,0.000000,0.000000,0.000000,-0.339977,-9.806650,-0.806846,-0.013057,-0.021317,-0.028778,28.860001,177.581467,998.377808
0.000000,0.000000,0.000000,0.000000,-0.126893,-9.888053,-0.387861,0.008527,-0.028778,-0.020784,28.860001,177.581467,998.377808
0.000000,0.000000,0.000000,0.000000,-0.402226,-9.830592,-0.368707,0.005862,-0.007461,-0.044766,28.860001,177.581467,998.377808
0.000000,0.000000,0.000000,0.000000,-0.251391,-9.852140,-0.409408,-0.015455,-0.019718,-0.042368,28.860001,177.581467,998.377808
0.000000,0.000000,0.000000,0.000000,-0.227449,-9.837775,-0.531513,0.010126,-0.002931,-0.054625,28.860001,177.559998,998.380371
0.000000,0.000000,0.000000,0.000000,-0.217872,-9.854534,-0.375890,-0.002665,-0.033841,-0.026113,28.860001,177.559998,998.380371
0.000000,0.000000,0.000000,0.000000,-0.361524,-9.847352,-0.459687,-0.008260,-0.025847,-0.027979,28.860001,177.559998,998.380371
0.000000,0.000000,0.000000,0.000000,-0.399832,-9.804255,-0.746991,0.007194,-0.023182,-0.028511,28.860001,177.559998,998.380371
0.000000,0.000000,0.000000,0.000000,-0.172383,-9.844957,-0.584185,0.013856,-0.008527,-0.023982,28.870001,177.598358,998.375793
0.000000,0.000000,0.000000,0.000000,-0.031125,-9.844957,-0.414197,-0.006129,-0.027446,-0.033574,28.870001,177.598358,998.375793
0.000000,0.000000,0.000000,0.000000,-0.476446,-9.852140,-0.402226,-0.008527,-0.011991,-0.050894,28.870001,177.598358,998.375793
0.000000,0.000000,0.000000,0.000000,-0.445322,-9.797073,-0.694318,-0.003198,-0.066083,-0.009859,28.870001,177.598358,998.375793
0.000000,0.000000,0.000000,0.000000,0.488417,-9.821015,-0.363919,-0.005596,-0.067415,-0.030377,28.879999,177.558975,998.380493
0.000000,0.000000,0.000000,0.000000,-0.675165,-9.852140,-0.481235,-0.005329,-0.046631,-0.066882,28.879999,177.558975,998.380493
